,ts,imu_0,imu_1,imu_2,baro_0,baro_1,baro_2
0,-0.291,0,0,0,0,0,0
1,-0.281,0,0,0,0,0,0
2,-0.271,0,0,0,0,0,0
3,-0.261,0,0,0,0,0,0
4,-0.251,0,0,0,0,0,0
5,-0.241,0,0,0,0,0,0
6,-0.231,0,0,0,0,0,0
7,-0.221,0,0,0,0,0,0
8,-0.211,0,0,0,0,0,0
9,-0.201,0,0,0,0,0,0
10,-0.191,0,0,0,0,0,0
11,-0.181,0,0,0,0,0,0
12,-0.171,0,0,0,0,0,0
13,-0.161,0,0,0,0,0,0
14,-0.151,0,0,0,0,0,0
15,-0.141,0,0,0,0,0,0
16,-0.131,0,0,0,0,0,0
17,-0.121,0,0,0,0,0,0
18,-0.111,0,0,0,0,0,0
19,-0.101,0,0,0,0,0,0
20,-0.091,0,0,0,0,0,0
21,-0.081,0,0,0,0,0,0
22,-0.071,0,0,0,0,0,0
23,-0.061,0,0,0,0,0,0
24,-0.051,0,0,0,0,0,0
25,-0.041,0,0,0,0,0,0
26,-0.031,0,0,0,0,0,0
27,-0.021,0,0,0,0,0,0
28,-0.011,0,0,0,0,0,0
29,-0.001,0,0,0,0,0,0
30,0.009,0,0,0,0,0,0
31,0.019,0,0,0,0,0,0
32,0.029,0,0,0,0,0,0
33,0.039,0,0,0,0,0,0
34,0.049,0,0,0,0,0,0
35,0.059,0,0,0,0,0,0
36,0.069,0,0,0,0,0,0
37,0.079,0,0,0,0,0,0
38,0.089,0,0,0,0,0,0
39,0.099,0,0,0,0,0,0
40,0.109,0,0,0,0,0,0
41,0.119,0,0,0,0,0,0
42,0.129,0,0,0,0,0,0
43,0.139,0,0,0,0,0,0
44,0.149,0,0,0,0,0,0
45,0.159,0,0,0,0,0,0
46,0.169,0,0,0,0,0,0
47,0.179,0,0,0,0,0,0
48,0.189,0,0,0,0,0,0
49,0.199,0,0,0,0,0,0
50,0.209,0,0,0,0,0,0
51,0.219,0,0,0,0,0,0
52,0.229,0,0,0,0,0,0
53,0.239,0,0,0,0,0,0
54,0.249,0,0,0,0,0,0
55,0.259,0,0,0,0,0,0
56,0.269,0,0,0,0,0,0
57,0.279,0,0,0,0,0,0
58,0.289,0,0,0,0,0,0
59,0.299,0,0,0,0,0,0
60,0.309,0,0,0,0,0,0
61,0.319,0,0,0,0,0,0
62,0.329,0,0,0,0,0,0
63,0.339,0,0,0,0,0,0
64,0.349,0,0,0,0,0,0
65,0.359,0,0,0,0,0,0
66,0.369,0,0,0,0,0,0
67,0.379,0,0,0,0,0,0
68,0.389,0,0,0,0,0,0
69,0.399,0,0,0,0,0,0
70,0.409,0,0,0,0,0,0
71,0.419,0,0,0,0,0,0
72,0.429,0,0,0,0,0,0
73,0.439,0,0,0,0,0,0
74,0.449,0,0,0,0,0,0
75,0.459,0,0,0,0,0,0
76,0.469,0,0,0,0,0,0
77,0.479,0,0,0,0,0,0
78,0.489,0,0,0,0,0,0
79,0.499,0,0,0,0,0,0
80,0.509,0,0,0,0,0,0
81,0.519,0,0,0,0,0,0
82,0.529,0,0,0,0,0,0
83,0.539,0,0,0,0,0,0
84,0.549,0,0,0,0,0,0
85,0.559,0,0,0,0,0,0
86,0.569,0,0,0,0,0,0
87,0.579,0,0,0,0,0,0
88,0.589,0,0,0,0,0,0
89,0.599,0,0,0,0,0,0
90,0.609,0,0,0,0,0,0
91,0.619,0,0,0,0,0,0
92,0.629,0,0,0,0,0,0
93,0.639,0,0,0,0,0,0
94,0.649,0,0,0,0,0,0
95,0.659,0,0,0,0,0,0
96,0.669,0,0,0,0,0,0
97,0.679,0,0,0,0,0,0
98,0.689,0,0,0,0,0,0
99,0.699,0,0,0,0,0,0
100,0.709,0,0,0,0,0,0
101,0.719,0,0,0,0,0,0
102,0.729,0,0,0,0,0,0
103,0.739,0,0,0,0,0,0
104,0.749,0,0,0,0,0,0
105,0.759,0,0,0,0,0,0
106,0.769,0,0,0,0,0,0
107,0.779,0,0,0,0,0,0
108,0.789,0,0,0,0,0,0
109,0.799,0,0,0,0,0,0
110,0.809,0,0,0,0,0,0
111,0.819,0,0,0,0,0,0
112,0.829,0,0,0,0,0,0
113,0.839,0,0,0,0,0,0
114,0.849,0,0,0,0,0,0
115,0.859,0,0,0,0,0,0
